text_translation,sentiment_scores,sentiment_label
"RT @ daniellevitt22: If a vaccine is the panacea for COVID, why are statements like this being made? 🤔

""If you have a vaccine, you're still ...",0.3612,positive
"RT @lauradevos_: After corona am I NEVER turn a night out because I'm tired, imma be sleeping in tha club I do not even care",-0.6734,negative
"Six months after the competition had to be halted due to corona, the league will this weekend start again. How the 18 teams in this season? Part 8: Sparta Rotterdam https://t.co/QC3YDIrFGl https://t.co/rUyXArWqwx",0.0,neutral
Now that's interesting! #BuildBackBetter # # COVID19 EarthDay2020 https://t.co/ojlnW9O2jh,0.4574,positive
Now that's interesting! #BuildBackBetter # # COVID19 EarthDay2020 https://t.co/ojlnW9O2jh,0.4574,positive
"RT @CommonSense_TV: This e-mail we got inside of anonymous ...
#persconferentie #rivm #who #rutte #hugocaust
#corona

Good afternoon Allen,

F ...",0.4404,positive
"@servranckxj @Sophie_Wilmes @vanranstmarc @demorgen @lesoir @Beadelvaux @destandaard I do not know whether to inform authorities are doing cowardly, sneaky thing I find rather cowardly. The bodies have been many deaths on their kerfstof, WZC were neglected, non-corona patients can not carry out their studies, ...",-0.8591,negative
RT @lizzyvleeuwen: This can not be! 31 people are dead! Why does everyone find it normal and acceptable?,-0.555,negative
The mass hysteria is outdated !! The least harmful to the health problem covid https://t.co/HRYArm9i01,-0.7339,negative
RT @piersmorgan: Incredibly damaging. 👇,-0.5563,negative
RT @piersmorgan: Incredibly damaging. 👇,-0.5563,negative
"RT @PieterjanGoris: Bring all three days waiting for test results. Unlike political class, red devils, our king ... h ...",-0.5719,negative
RT @RemyBonny: Many possible interpretations. 😉,0.0,neutral
RT @parool No neighborhood in Amsterdam is so severely affected by the coronavirus as East and New West. These districts are in the ...,-0.7873,negative
@IkNet Corona app downloaded yet?,0.0,neutral
"RT @MaxBayen: The micro-lending in #Africa #startups space is getting increasingly packed. However, It seems That we are yet to truly see h ...",0.4404,positive
"RT @MaxBayen: The micro-lending in #Africa #startups space is getting increasingly packed. However, It seems That we are yet to truly see h ...",0.4404,positive
"#Balen, #Pelt - Creative corona: set designers now create spectacular playhouses for children https://t.co/tF97iIdPJP",0.6124,positive
Record number of coronavirus infections Spain since end lockdown https://t.co/tngkm14Ryp,0.0772,positive
"RT @drdavidsamadi: We slowed the spread.

We flattened the curve.

We understand the virus.

We have effective treatments.

The rest of the ...",0.4767,positive
RT @dennistak: The consequences of Corona for Rotterdam unpalatable. People think we're good with Mark Rutte Management can figure it out ...,0.4404,positive
RT @dennistak: The consequences of Corona for Rotterdam unpalatable. People think we're good with Mark Rutte Management can figure it out ...,0.4404,positive
RT @itsJeffTiedrich: @realDonaldTrump you're telling everyone to rush back into the house before the firemen have finished putting out the ...,0.0,neutral
"We are proud of our partner @Saltro_dc, one of the parties behind the corona test lanes at Schiphol. https://t.co/RrDwOeAAUb",0.7003,positive
"@EddaKlipp @rki_de @c_drosten @hendrikstreeck Patents meeting eachother?
https://t.co/TViL0Zyfj6",0.0,neutral
"@EddaKlipp @rki_de @c_drosten @hendrikstreeck Patents meeting eachother?
https://t.co/TViL0Zyfj6",0.0,neutral
"@Isoldevde 🤘
It sounds like a crazy idea, but it is examined: breast milk ice cubes as a medicine against the coronavirus? https://t.co/rAwC1KtPhm via @Nieuwsblad_be",0.0129,neutral
"RT @tommieniessen: I am a nurse and I'm not ready for a second wave corona.

It was really horrible and I hope oprec ...",-0.4097,negative
@ Abbie1979 not. In the foreground is a sensor that activated my wheelchair 😏best corona proof such restriction 😇,-0.2732,negative
Court: YouTube could remove video with incorrect information corona https://t.co/mGyAbdcbYL https://t.co/RQgmkN4fTX,0.0,neutral
RT @JackPosobiec: I see we have to post this again today for the midwits,0.0,neutral
"@Bijbelschepping @johnjljacobs @cees_dekker @Weet_Magazine @ GvandenBrink1 @corienoranje @logos_instituut @ @ BKr88 Kram3707 @debozekoster @RoyalJongbloed @huijgen However, a danger is that the dismissive attitude towards oorspongswetenschap spread to all branches of science: it is then an ""atheistic conspiracy ' something you see mostly in the US happen. I worry quite me. See reaction v. Some churches corona.",-0.8658,negative
This should not again gebeuren..😭😭🆘🆘! ️ https://t.co/hFWU4yN5Ak,0.0,neutral
This should not again gebeuren..😭😭🆘🆘! ️ https://t.co/hFWU4yN5Ak,0.0,neutral
"@parlementor * Compete with North Brabant.

By Corona south has suffered a dip in production and will come quite a gap in the market that will fill the north.
#Vrijemarkt !!! 11 !! 1!",-0.6562,negative
"... it means, in particular the half meter duty, is worse than the disease. Versus the number of lives saved corona is a multiple of lost lives and life by the actions' # covid19nl #coronanl #hogeprijs #mensenoffers #coronamaatregelen",-0.3182,negative
@VTMNIEUWS If it is like to face masks and covid tests promised weeral,0.6124,positive
"On today's # COVID19 live blog:
1. Laid-off garment workers in #Bangladesh will receive Tk3000 ($ 35) a month for three months as part of a government program backed by the EU. Experts have warned, However, that it will cover only workers in the formal sector. 1 / https://t.co/OEAWW9eQSY",-0.25,negative
"On today's # COVID19 live blog:
1. Laid-off garment workers in #Bangladesh will receive Tk3000 ($ 35) a month for three months as part of a government program backed by the EU. Experts have warned, However, that it will cover only workers in the formal sector. 1 / https://t.co/OEAWW9eQSY",-0.25,negative
RT @EvanKirstel: #Wuhan #china #wtf https://t.co/wgYI3wkmsz,0.0,neutral
No budget for covid? What with all those covid taxes here and derrrr? Come on !!!,-0.5324,negative
@IngridJijbakker @ Yvonne46410809 @liefstekat @sil_ver_sur_fer Indeed !!!! Unfortunately understand all those Tokkies not Ingrid. By corona approach are now about to see the numbers yet.,-0.5526,negative
"RT @NumbersMuncher: Trump to Woodward on COVID: ""I always wanted to play it down.""

Trump Admitted That coronavirus was five times deadlier th ...",0.4215,positive
"RT @FirstSquawk: U.S. HEALTH OFFICIAL SAYS WE WILL HAVE FAUCI CORONA VIRUS IN THE FALL, Whether IT'S BIG OR SMALL WILL DEPEND ON OUR RESPON ...",0.0,neutral
"RT @FirstSquawk: U.S. HEALTH OFFICIAL SAYS WE WILL HAVE FAUCI CORONA VIRUS IN THE FALL, Whether IT'S BIG OR SMALL WILL DEPEND ON OUR RESPON ...",0.0,neutral
"RT @ mislukt12345 ""Coalition alludes care salaries to increase.""
Bet it does not continue? They allude to a lack of resources. ...",0.2263,positive
YouTube videos right away that a doctor using a controversial drug against COVID-19 advocated. Judging the Amsterdam District Court Wednesday. https://t.co/uEtDdCnefR,-0.2023,negative
RT @KlaVeld House in Manchester locked after big garden party https://t.co/KpFI5bBaG6 Big Brother monitors with thermal cameras. We ner ...,0.4019,positive
"RT @PeterDeKeyzer: 7 to 10 does not display all contacts through on contact tracing.

1 2 travelers from red zone can not be tested.

Sl ...",0.0,neutral
Antibodies against coronavirus in breast https://t.co/WBLVBWYQVJ found through @Nieuwsblad_be,0.0,neutral
"RT @ TimVerhagen84: The #zorg creaks, very long time. Discussions about salary / workload / staffing shortages seem to know no end or result ...",-0.4215,negative
"RT @JonJonesSnr: While you were enduring lockdown, and worrying about your elderly relatives, Matt Hancock and his friends, were not worryin ...",0.1779,positive
RT @KenRoth: Greek Authorities are creating a potentional coronavirus disaster by detaining asylum seekers in severely overcrowded island c ...,-0.7096,negative
RT @robertjensen Rutte put us even more firmly without ANY signal when we go from here. This is scary and outrageous. STOP LOCKDOW ...,-0.8455,negative
"RT @IndoPac_Info: #Malaysia Detects #coronavirus new strain that's at times more infectious

The strain in Malaysia originated from a res ...",-0.1027,negative
RT @ginnymooy: Hugo de Jonge live session on the strategy: In 0 corona requires measures that cause more damage than the virus itself ...,-0.5413,negative
RT @BNR: The government has at the height of the corona outbreak this spring trying to gain control over the talk shows of ...,0.5267,positive
"RT @onesarahjones: Thank you to everyone who wished my family well. Unfortunately, my grandfather died from complications of COVID-19 joe ...",-0.34,negative
"There was a COVID press conference last night for the Netherlands ...

One big takeaway is based on what experts are (currently) saying, quarantine has now changed from 14 days to 10.",0.0,neutral
"@Bol_com Hello!

Another #New #klant for you.

# A corona believer who could very much #mondkapjes ordering. And hopefully a book about Dutch #grammatica.

#BoycotBol https://t.co/BLzEajDz4i",0.4574,positive
"RT @OccupySchagen: #Occupy: China's success comes from three aspects:
investment in public health infrastructure
sense of individual responsibi ...",0.5719,positive
"Hey @BasicFitBE, the staff at Arts-Loi wore no mask and the rules regarding pregnancy mask vd customers + social distancing were not respected. Do better. (Just now 16: 30-18u)",-0.7319,negative
"@FotoArnold Annoying to long to wait, I understand. Indeed, it is still busy, unfortunately we still have to take account of the measures surrounding COVID-19. Well, I've forwarded your message to my colleague who evaluates your municipality. ST ^",-0.4588,negative
"RT @tijdvooreten: The message should be long: ""I would support the Coronavirus can be without knowing and am so nice ...",0.7443,positive
"I am very curious about the reactions of the trumpet pus ass about it.

He knew how dangerous this virus he knew it!

#Corona https://t.co/rxVasNW8LK",-0.6484,negative
@ Merselina1607 Ben wage slave again though;) #Corona,0.0,neutral
RT @geertwilderspvv: Motion Wilders / Asscher who says all parents who want their children after the May not go to school ...,0.0772,positive
"RT @ iHans2m: Fear of breaking #Drieklovendam
Abundant rain brings 400 million Chinese in danger.
Yichang, 50km downstream from the ...",-0.765,negative
"RT @ iHans2m: Fear of breaking #Drieklovendam
Abundant rain brings 400 million Chinese in danger.
Yichang, 50km downstream from the ...",-0.765,negative
Huge disappointment: Corona put line through Wijchense fair https://t.co/fXt5LeK1W0,0.0772,positive
"RT @ colourbird00: Africa barely touched by Corona.

You mean the only continent where hydroxychloroquine is widely available and ...",0.0,neutral
"@sil_ver_sur_fer @liefstekat @IngridJijbakker @ Yvonne46410809 Fear spreads? I just read the facts and correct assumptions, I have, you can still catch on any truth. Are you really so afraid covid-19?",-0.3094,negative
"RT @SISIACOficial: MAPSE y # COVID19
✅MAPSE & lt; 10mm➡️Mortalidad 77%
/
Mitral Annular Plane Systolic Excursion: An early marker of mortality in ...",0.0,neutral
"RT @ ducom99 Our @MinPres @markrutte irritated, but here @MarijnissenL does have a point.",-0.25,negative
"RT @SnouckHurgronje: Netherlands therefore to 2058 annually 1 billion extra to give the EU because of corona? It seems like a bad joke, but ...",0.0258,neutral
@Tasteofsanity RT: It's gonna take me a minute to process the news That #TrumpKnew That COVID-19 were deadly and song to the public about it ...,0.0,neutral
"RT @LeonoreN: All day all go among the youth in Oldenzaal the wildest stories around.
Eventually I read that everyone responsibilit ...",0.0,neutral
"RT @MinVWS: It is not well with the developments of the coronavirus in our country. If we are not careful, we are in the near future ...",-0.3089,negative
"RT @ trippl3H: Beautiful analysis, sober and founded on collective psychosis in which we are held hostage. https://t.co/dz9hrXDbe4",0.5994,positive
"RT @hori_____zont: Merkel heute wurde von ausgebuht demonstrators.

Es folgte which obligate Diffamierung:

""Pandemic-Leugner"" ... ""Reichsbürge ...",0.0,neutral
"RT @ChristopherJM: Bob Woodward's book includes an anecdote where an aide to Mattis heard Trump say in a meeting, ""my f --- ing generals are ...",0.0,neutral
RT @ Thalion_1: Live your myth in Greece covid19 https://t.co/JEw8mqBBs7,0.0,neutral
Trump gives in interview that he dangers of coronavirus deliberately minimized https://t.co/GgMkK6vxCx https://t.co/v9WrqfXtRG,-0.4939,negative
@wwwbigbaldhead in this matrix Trinity program data carriers are all part of the oracle Which are called simply just 1% google it this timeline needs to be installed over the one law of why? Peaceful existence polarity 0% 0% 0% money rape 0% lockdown craziness & amp; 0% fear programming,-0.8074,negative
"I can keep tweeting about the mismanagement @MinPres to the #Nertsenfokkers and our #belastinggeld which flies out of the tent for those confounded industry. People who buy a fur coat, breed nersten and find fashion: #theworldwouldbeabetterplacewithoutthem https://t.co/1IzbgIfiXP",0.0,neutral
TRUTH .... Is Covid 19 a virus? PARTS PARTS PARTS AND ABBO DOWN YOU ... https://t.co/JAmuB6zYi3 via @YouTube,0.4648,positive
"Come on, this is not normal people !!
Do something!
@hugodejonge @MinPres @rivm @GGDGHORNL
# Covid_19 #coronavirus https://t.co/5R16snRwo8",0.0,neutral
Neymar mist Champions League final possible due to corona https://t.co/vLgCaddRlI,0.5267,positive
"RT @richardhine: Trump to Bob Woodward, March 19: ""It's not just old, older young people too, plenty of young people ... I wanted to always ....",0.0,neutral
"@Duitsland per day about 1,200 infections. @Spanje per day more than 9400 infections. It is in Spain rapidly downhill @corona. Disastrous consequences for the Spanish econonie. # Spain # corona https://t.co/0nlPLIstOZ",-0.5994,negative
You do not expect it ... https://t.co/zBm7aSRJSV,0.0,neutral
Re kgathetse. #DstvMustFall https://t.co/ciRwuVCCSE,0.0,neutral
RT @denisrancourt: I hate to be a contrarianwear but aerosol particles are not stable in the equatorial regions of the globe. Basic epidemiology. ...,-0.5693,negative
RT @RexChapman: He knew. Hey song. Americans died.,-0.5574,negative
"RT @kayriches__: My friend passed away late last night, age 23, from COVID-19. No pre-existing conditions. Never drink. Never smoked.

Y'al ...",0.25,positive
"RT @davidsirota: Iraq War architects Become #Resistance heroes

Wall St thieves Become Dem econ gurus

The governor of Mount Covid Becomes ...",-0.5994,negative
RT @jeroendonker: Joel would know that the camp fire has been put by the inhabitants themselves? And they have done so they earlier EU ...,-0.34,negative
"RT @rivm: Since yesterday in the Netherlands:
- 166 people reported to be deceased to COVID-19 (Total 1339)
- included 625 people ...",0.0,neutral
RT @HStukart: NWO Dictatorship! https://t.co/zxrMJXetRB,0.0,neutral
"RT @Wegaandiep: ""There will also be a ban on amplifiers in the outdoor"" redeemed Does that mean that Amsterdam is the Arab ...",-0.3182,negative
THIS IS THE BEST THREAD EVER 😭😭 https://t.co/dSzJAqPFnx,0.7125,positive
RT @ KaBu00091063: Vet code red and then firing. It stinks here immensely. Really heavy cunt as you probably corona and quarantined s ...,-0.7832,negative
"Dutch court allows facemask duty Amsterdam alive. After all, it is a relatively minor infringement of the fundamental right of privacy with respect: pronunciation: https://t.co/oZpCZDC0LF - #corona # covid19 https://t.co/76MA6Gm7DX",0.3818,positive
"The head of the defense lab leading Israeli race for a vaccine against the coronavirus, appeared Tuesday hoping to temper that Israel would soon have a cure for the pandemic

https://t.co/nAaq9rx07P",0.128,positive
RT @itriciaxa: Corona is so dirty. So dirty that I can not see my own grandmother. So dirty that we can go but her uitvaarden 6. M ...,-0.7279,negative
"RT @arjenUSA: New book by Bob Woodward Trump, who was interviewed for this 18 times. Trump acknowledged (in camera) already ...",0.0,neutral
RT @jangajentaan: Klein et al onderzoekje Raoult among the elderly in Marseille area. Among those Early Treatment HCQ / ASIA (mi ...,0.0,neutral
"RT @trias_politica: € 20 billion in cash to help is not enough, it must be corona bonds of the South. ↓ There is a saying in the NL: who ...",0.4019,positive
RT @thierrybaudet: Forced vaccination is unacceptable. Vaccinations can be excellent and sensible in some cases - but a pack ...,-0.1655,negative
"@steenpaasburg No, this is home, brother. Beans from a jar heel that got smashed in February because Coronavirus. Would not spend so outside the door.",-0.296,negative
"RT @equibotanica: One ""mild"" cases or Covid-19 can result in serious injury.

Minimizing the number of infections C19 is the only way to a ...",-0.4215,negative
"RT @justin_hart: Really sobering analysis here. CDC reports just 8,000 ""excess deaths"" from # COVID19 between the ages of 25 and 44.

But the ...",-0.1397,negative
"cc @ContainmentNu Would be interesting to see if the sale of that stuff has gone up significantly in Africa and whether the number of malaria cases this year is lower than normal.
https://t.co/gCmK29UfBd",0.2023,positive
Belgium bought 1 million unreliable COVID-19 tests (Knack) https://t.co/rXYrBy97LI? O MY GOD! BLOOPERS AND FUFELARE !! WHO licked NOW WEATHER KITTY ?????????,0.6877,positive
RT @daphneskopelos: The Greek Minister for Migration are 8 vd 35 corona infected refugees from the burned Moria Gelok ...,-0.4939,negative
"Lead hotspot coronavirus. But 2nd cluster is made nothing known. Should we not know it?

https://t.co/WQ17TTs128",0.0,neutral
RT @_Marriel: Adopt a pear! Come Saturday between 13:00 to 16:00 pm get free pear at Garden in the City of Groningen! By Coron ...,0.6792,positive
RT @ glennkirschner2: This bolsters what was already a very strong case against Trump for manslaughter for his intentional mismanagement or ...,0.5563,positive
"@Quovadisweblog RT: I've just improved for you the head of this article:

""The corona measures imposed by the government determine how ...",0.4215,positive
"RT @plasticsoupfoun: ""Since the lockdown we flush everything down the toilet, such as masks, gloves and wipes"" says projec ...",0.0,neutral
"Local residents around Schiphol experienced the current peace as 'paradise', because there are no night flights through the corona crisis.

@GroenLinks wants to keep it that way and therefore a legislative proposal. ""This is the time to arrange it.""

https://t.co/CQPYMvqGzo",-0.4215,negative
"RT @CrisiscenterBE: Many of our activities might be resumed, but the virus is still there. Because of the six #goudenregels (https: // ... t",0.0,neutral
@HaarlemHelpt RT: Do you have space to hang a poster in a visible place on #goudenhartactie send an email to info @ heelha ...,0.0,neutral
Outside Round for Nijkerkse youth fields Voice [NIJKERK] Children in Nijkerk were last week off steam again on Wednesday at the rural matchday. The day became associated with the coronavirus in the fields of handball Voice a ... https://t.co/MgaHk4iDNn https://t.co/6rSRN0nM7w,0.0,neutral
"RT @bozerneger: Vote for #PVV
#COVID-19
#Ondernemers
#Corona
@geertwilderspvv
We have the #EU the world is broken. #Economie probl ...",-0.4767,negative
RT @ArmandVervaeck: FINALLY ........ Now the families of the deceased and those still URGENT a #onderzoeksrechter which all the lies ...,-0.0688,negative
"@GercoD @claudiadebreij @christenunie @ D66 @VVD @cdavandaag Because ""care"" is not invested European theme, which is a national affair. Advocates now a more European approach to combat a pandemic? Thank you realize that we can do this better collectively and not as individuals.",0.5385,positive
The student obs Oleander infected with coronavirus - https://t.co/v6azRdkWHR,-0.4939,negative
"RT @ moeva18: UMCG virologist Alex Friedrich will fight corona throw another tack: ""If there is a problem in Goes, why ...",-0.6486,negative
Corona Patients are worth gold! https://t.co/lbyyUmZYan,0.2942,positive
RT @MaartenHijink Cabinet wants no external study on what measures have been effective in the fight against the coronavirus. O…,-0.1779,negative
Like attracts like. https://t.co/miXnylk7qv,0.7717,positive
RT @semprescettica: A thread with overwhelming evidence that the coronavirus breakout the biggest scam since Pearl Harbor and 9/11. Signs ...,-0.5719,negative
"Corona mats supplied with Oriental Doner Kebap, our friendly neighbors and best döner kebap case #Kampen!

Order your Corona mats here:
https://t.co/EDyXDE8a4C https://t.co/XAQe019098",0.8268,positive
Doubling #werkloosheid 2021 - Work at Child #corona # COVID19 https://t.co/TI7iEjIKRQ,0.0,neutral
"RT @LVVlaanderen: by Corona to come back from abroad.
Urgently looking for a nice studio on the coast.
Preferably region New ...",0.4215,positive
RT @s_maxnelchris: This little lady is dangerous and will make us poor. There she is known for. https://t.co/ko4olZ4hBg,-0.7128,negative
"So, try and litigate best people flock!
@hapelensrob front 👏

@hugodejonge @MinPres we hold responsible for this genocide.

#Hydroxychloroquine #zorg

Controversial hydroxychloroquine nevertheless appears valuable https://t.co/NXw0U7xceq",0.8439,positive
COVID-19 Impact and Recovery Adsorbent Analysis- Market 2020-2024 | Importance of Recycling Wastewater And Water ... https://t.co/BPbvATpV7a,0.3612,positive
"Albany businesses have continued recruiting during Covid-19, new survey reports https://t.co/BIE7Q7C2N8",0.0,neutral
Legends open? https://t.co/Z1zSXNzRvi,0.0,neutral
"RT @DrSenait: Patients with under lying conditions were 12 times as likely to die or # covid19 shaft otherwise healthy people, @CDC finds. https ...",-0.6808,negative
"The impact of corona liquidity and (dis) continuity. What next in 2020?

Do you answer the following questions, among others?
* What information should be provided for a bridging loan? * How do you limit the liquidity impact of a on ... https: //t.co/5nNyWUKs64",0.0,neutral
"Important to read 👇🏻 more so at a time When newsrooms & amp; journalists are being challenged (pushed) into finding new ways of producing #journalism amid a pandemic, while ook fighting to survive & amp; against misinformation & amp; Addressing an Increase in demand for reliable information 💥 # DNR20 https://t.co/8J5d9uQuxW",-0.3818,negative
"Last week the Tour Opera children's choir came for the first time since the outbreak corona again 'live' together. There was of course singing, but the children also received a theatrical workshop Karine Roldaan the @TheatermakerijE. In the pictures you can see how far it went! https://t.co/Jc4E59H3eQ",0.0,neutral
"RT @XVVMCMXCVII Education away from home track is heavy. Especially when unforeseen situations where government measures stricter worden📚
On ...",0.0,neutral
@helenarotterdam Normally I never far away and long into the season and now probably not going. So depending on work again and I see the pandemic last minute or where I can go and wants.,0.0,neutral
"Beijing partly locked because of ""extremely serious"" new coronavirus outbreak https://t.co/dwdqAAutfq (via @NUnl)",-0.1513,negative
"Excl ""Stones vs The Beatles"" (v / h Best of Britain) (refund until 25.06.2020) the deadlines for refunding of tickets for the corona due to 2021 events moved now expired.

Purchased and not swap tickets remain of course valid. https://t.co/0pAbPbQ5t6",0.6369,positive
"RT @ moeva18: UMCG virologist Alex Friedrich will fight corona throw another tack: ""If there is a problem in Goes, why ...",-0.6486,negative
Green wants even after corona never more night flights at Schiphol and comes with bill - EenVandaag https://t.co/5L9bo9I9im,0.0,neutral
"@VivianeSmit He says, read the article. Average age 43.6 NEWS low score, 5.8% obesity, 55% female, all factors that reduce the risk. That may be, but makes comparisons difficult. Furthermore: https://t.co/AZBnpv6o7P",-0.6542,negative
"RT @kimdrink: Girlfriend with severe lung problems, which operates four of six residents corona deceased. If the advice OHS not directly z ...",-0.6486,negative
"RT @ moeva18: UMCG virologist Alex Friedrich will fight corona throw another tack: ""If there is a problem in Goes, why ...",-0.6486,negative
"春 は, 甘 い の が 人 気! Https://t.co/24ECo5Yap7

490 円 500 円 で お 釣 り き ま す #stay home

ア イ ス バ ニ ラ, カ フ ェ バ ニ ラ, コ コ ナ ッ ツ ミ ル ク, チ ョ コ レ ー ト, ア ー ク テ ィ ッ ク · メ ン ソ ー ル の 5 種類 が タ バ コ # ブ ラ ッ ク デ ビ ル",0.0,neutral
RT @sebasdiekstra: Enough detection indicative @PolitieAdamOost seems. With some help from @UberEats should this woman abuser ...,-0.2263,negative
RT @Prison_LAW: Prisoners take #corona #COVID ー 19 hard. So #jaitsensingh is still currently in a risky medical caught ...,-0.6705,negative
"Hey, what a pity ... that your @groenlinks 3.5 years ago ran away from the coalition negotiations.

This is of course nothing. https://t.co/E5FBQn8nsr",-0.296,negative
"RT @Prison_LAW: @Prison_LAW was interviewed by #amsterdamsbaliebulletin #baliebulletin #ABB, including the influence of # Covid_19 ...",0.0,neutral
Fak to mouth mask Corona man may have me?,0.0,neutral
"Corona no major outbreak (or outbreak?) Alert after demonstrations in the Netherlands, but virologists: ""They are risk moments"" .https: //t.co/eAkY7xYZXn through @HLN_BE",-0.3919,negative
"Some depressing these kinds of articles. ""Thou shalt after Corona never enjoyed anything more fun!""

https://t.co/KuEaxLinfx",-0.6802,negative
"RT @ tan123: Uh oh, ""To Halt Climate Change, We Need an Ecological Leninism""
This is not really about climate, is it? https://t.co/RxuFKT8IFZ",0.0,neutral
Maybe you should just some extra police checkpoints set Halsema? https://t.co/tUcJll2cQg,0.0,neutral
"@ArnoldNiessen @mkeulemans @BertMulderCWZ arnold, you are professor lockdown sometimes? afterwards you know what you're doing right? the cow looking in the ass. Try something positive fact checks that also true.",0.504,positive
This continues until we have a civil war next corona pandemic? Pity this. https://t.co/HhYlAzanrh,-0.7269,negative
This continues until we have a civil war next corona pandemic? Pity this. https://t.co/HhYlAzanrh,-0.7269,negative
"RT @MeyremAlmaci: With @pdsutter ready for our book presentation of ""The right way? Opportunities after corona '🙂

Within minutes live on ...",0.6249,positive
"""We are, you might say, at a time When the smart money lacks all conviction, while the dumb money is filled with a passionate intensity."" https://t.co/z5BFfMpy3i",0.4215,positive
@GGDGHORNL GGD Corona stayed away after mass demonstrations over https://t.co/Cav1bhQMFw @trouw Best performance by an unintentional experiment! Was responsible behavior. #Coronawet which is necessary? @VNGemeenten @ferdgrapperhaus @AmsterdamNL https://t.co/TaMVyiLZtc,0.7777,positive
Airborne veteran Pete Watkins deceased to Corona - I love Arnhem Airborne veteran Pete Watkins deceased at Corona I like Arnhem https://t.co/fp64pALoCY,0.7717,positive
RT @ BLIKOPENER3331: Expensive cauliflower and pricey beeps: for these messages must pay more @ BLIKOPENER333 @ALidwien https: // t ...,-0.1027,negative
"Read ""What does corona with a lifetime"" New Look - https://t.co/S8WJEomp01 -

Read more at the source of the article",0.0,neutral
RT @JGadet: Metropolitan regions economically more resistant #corona - https://t.co/VVMhxd6HF0,0.0,neutral
Best of all is how COVID-19 is transcribed as Kobe 19. Sounds like an expensive grade of Japanese beef instead of the disease it is. #AI #beef,0.7717,positive
"RT @TimChristo: Key role for #nature in green # COVID19 recovery is a must, says my colleague @UNEP @PushpamK in this excellent piece

https ...",0.657,positive
"RT @ThanthiTV: #Breaking: இந்தியாவில் கொரோனா பலி எண்ணிக்கை 10 ஆயிரத்தை நெருங்கியது

* இதுவரை பலியானோர் எண்ணிக்கை 9900

* பாதிக்கப்பட்டோர் ...",0.0,neutral
"Gosh, just steps away ...
https://t.co/vztIRlItD7",0.0,neutral
"@CaAl If incompetent policy ensures that especially certain groups are affected by corona, is not that a little bit already in the direction of genocide?",-0.3197,negative
"RT @ MarcGr8: Centralization, specialization and super beaten by process optimization makes care less flexible making the right ...",0.818,positive
How has the US Army Reserve've responded to the 19-COVID pandemic? Interview with Charles Luckey LtGen https://t.co/rwEjNt8JXJ,0.0,neutral
How has the US Army Reserve've responded to the 19-COVID pandemic? Interview with Charles Luckey LtGen https://t.co/rwEjNt8JXJ,0.0,neutral
"RT @BHPComms: 🇳🇱🇳🇱🇳🇱🇳🇱🇳🇱
Remember, if you wear a face mask, there is a correct way to do it off and wear, which ...",0.0,neutral
RT @jwnavis: The farcical KLM clause t cabinet entirely to soap helped her half meter policy. 👉 SMEs Westland 'Horecare ...,0.0,neutral
RT @jwnavis: The farcical KLM clause t cabinet entirely to soap helped her half meter policy. 👉 SMEs Westland 'Horecare ...,0.0,neutral
"Assistant school has corona, school close https://t.co/HHrIKjo7Ma https://t.co/EVNisl5AQK",0.0,neutral
"Assistant school has corona, school close https://t.co/HHrIKjo7Ma https://t.co/EVNisl5AQK",0.0,neutral
"Since yesterday, many emergency response & amp; First Aid Training & amp; exams resumes as to meet the Protocol 'Safe training during Covid-19. Also at our first training took place again. Glad that we have received a group of students!
#BHV #EHBO #supportinglifesavers https://t.co/5pFouNlF04",0.5562,positive
"RT @JeanDohmen: Reading tip! The coronavirus hit Groningen Loppersum about. But the church, already hit hard by the earthquake ...",-0.2244,negative
"RT @joshuaseigal: A fun new poem. ""LOCKDOWN KITTY 'https://t.co/jczfSJPe3e @reading_realm @_Reading_Rocks_ @MichaelRosenYes #lockdown http ...",0.5106,positive
"Hot Summer Sport. In the final round of the NovavaxModernaCureVacAstraZenecaJanssenOfxord Inclusive Vaccine Alliance Corona Leaugue go semifinals between

ChAdOx1nCoV19
mRNA-127
loose piece of coronavirus protein
weakened cold virus",-0.5574,negative
"Estimate June 2020 CPB: Unprecedented decline in GDP of 6% in 2020, great uncertainty - https://t.co/J6IrQvfzGw -
contact Restrictive
measures to have the pandemic to prevent resulted in Netherlands
exceptional decline in economic activity of about 10 to 15%. Around the
gr ... https://t.co/kMu2bDVFoY",0.4215,positive
memorable moment Tuesday 16-06-2020 12: 51u two children for the first time since early lockdown time in school #momentje # covid19 for an hour than he!,0.0,neutral
"RT @AnnemarieGelder: FVD: these are the four reasons why we go AGAINST the corona Emergency Act vote!
Turns out ⛔ rights
⛔ Turn T ...",-0.4389,negative
"RT @WakkereHarry: Beautiful!
Day corona rules!

Dam protests and Erasmus Bridge did not lead to rapid spread virus' https://t.co/j1BE...",0.555,positive
"RT @LegionJerry: NY Governor warns owners and their visitors and their cases open.
That same Cuomo makes a protest of 10,000 ...",-0.34,negative
"Lincherie corona in time: space for creative solutions!

Read more here: https://t.co/ybj82QU3Co

#franchise #Lincherie #corona",0.5983,positive
"RT @AanVolk A little research shows that #AstraZeneca has an extensive record of illegal practices, bribery, fraud and a ...",-0.8126,negative
"RT @AnnemarieGelder: FVD: these are the four reasons why we go AGAINST the corona Emergency Act vote!
Turns out ⛔ rights
⛔ Turn T ...",-0.4389,negative
